id,category_id,technical_requirements,soft_skills,domain_knowledge,education_requirement,experience_level,project_experience
978,7,"incident response, network security, threat detection, log, security, splunk, siem, identity, incident, soc","communication skills, security, technical, incident, threat",,None,None,"siem, incident, response"
979,7,"risk, malware, security, information security, siem, information, incident, encryption, audit, risk management, vulnerability, it security","communication skills, risk, security, problem solving, technical, incident, team, analytical",vulnerability management process,Bachelor,None,"firewall, siem, incident, encryption, vulnerability, implementation"
980,7,"penetration testing, cyber, network, penetration, security, ethical hacking, web","ethical, communication skills, time, security, technical, team, report, communication",,None,Senior,"test, penetration testing, penetration"
981,7,"dlp, data, risk, cyber, log, iso 27001, ips, security, information security, siem, information, it, access, audit, ids","risk, analytical thinking, security, learning, communication",,None,None,"test, planning, firewall, siem"
982,7,"risk, cyber, compliance, security, application, information security, social, information, data protection, audit, data","communication skills, risk, compliance, security, problem solving, responsibility, team, strategic thinking",,None,Senior,planning
983,7,"security, vpn, endpoint, siem, social, information, ids, access, iso 27001, splunk, dlp, network security, network, ips, information security, ssl, incident, firewalls, it, vulnerability","critical, security, responsibility, incident, team, report, documentation, communication",,Bachelor,Senior,"policy, test, siem, incident, implementation, vulnerability scanning, vulnerability"
984,7,"ethical, penetration testing, metasploit, burp suite, nessus, security, red, web, owasp, application security, web security, nmap","ethical, communication skills, time, security, documentation, analytical",,None,None,"penetration testing, testing"
985,7,"incident response, risk, security, vpn, endpoint, iam, siem, threat detection, compliance, iso 27001, cybersecurity, identity management, nist, identity, soc, gdpr, network security, cyber, it, soc 2, data, threat intelligence","communication skills, risk, time, compliance, critical, initiative, security, technical, responsibility, learning, incident, threat, team",,None,None,"policy, siem, test, incident, simulation, response"
986,7,"social, security, cybersecurity, access","strategic, presentation skills, security, technical, learning, team, communication",,None,None,
987,7,"risk, log, security, data loss prevention, siem, information, risk management, access, iso 27001, compliance, soc, gdpr, dlp, network security, secure, cyber, security policies, network, ips, application, information security, iso, data","communication skills, risk, compliance, security, technical, team, report, communication",,Master,None,"implementation, siem, planning, firewall"
988,7,"penetration testing, burp suite, kali linux, risk, nessus, network security, penetration, security, cybersecurity, web, application security, access, metasploit, vulnerability","risk, report, communication skills, security",,None,Senior,"vulnerability, penetration testing, penetration, testing"
989,7,"risk, cyber, risk management, iso 27001, network, security, application, siem, data protection, information, access control, information security, it, audit, antivirus, gdpr","risk, analytical thinking, risk assessment, security, problem solving",,None,None,"siem, planning"
990,7,"penetration testing, network security, risk, security, vpn, social, siem, application security, ransomware, it, soc, data, it security, threat intelligence, vulnerability","risk, analytical thinking, decision making, security, problem solving, technical, responsibility, learning, team, threat, report, communication",,Master,Mid-Level,"penetration testing, testing, test, siem, integration, vulnerability"
991,7,"security, iam, siem, information, access, compliance, web, social engineering, phishing, gdpr, security breaches, dlp, secure, cyber, network, intrusion detection, information security, it, firewalls","communication skills, compliance, security, research, responsibility, learning, analytical",,None,None,"siem, planning"
992,7,"security audits, network, security, application security, threat, audit, vulnerability, access","security, research, learning, threat, team",threat modeling,None,Senior,"vulnerability, testing"
993,7,"security, red, data privacy, siem, information, threat, risk management, intrusion, penetration testing, web, nist, owasp, antivirus, dlp, cyber, security policies, network, information security, incident, it, vulnerability","risk, attention, critical thinking, security, technical, incident, threat, team, documentation",threat modeling,Bachelor,None,"penetration testing, planning, firewall, policy, testing, implementation, siem, incident, simulation, vulnerability, response"
996,7,"cyber, qradar, security, siem, splunk, information, soc","communication skills, attention, security, technical, team, stress",,None,None,"siem, integration"
